Id;Strategy;Side;Amount;Price;Date/Time;Trade P/L;P/L;Position;
52;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$94.69;5/17/21, 9:41 AM;$0.03;($2.23);0.0;
53;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$94.69;5/17/21, 9:41 AM;;($2.17);-1.0;
54;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$94.32;5/17/21, 9:51 AM;$0.37;($1.86);0.0;
55;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$94.32;5/17/21, 9:51 AM;;($1.76);1.0;
56;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$94.42;5/17/21, 9:52 AM;$0.10;($1.76);0.0;
57;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$94.42;5/17/21, 9:52 AM;;($1.67);-1.0;
58;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$94.54;5/17/21, 9:53 AM;($0.12);($1.88);0.0;
59;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$94.54;5/17/21, 9:53 AM;;($1.90);1.0;
60;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$94.42;5/17/21, 9:53 AM;($0.12);($2.00);0.0;
61;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$94.42;5/17/21, 9:53 AM;;($1.91);-1.0;
62;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$94.99;5/18/21, 8:35 AM;($0.57);($2.57);0.0;
63;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$94.99;5/18/21, 8:35 AM;;($2.50);1.0;
64;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$94.98;5/18/21, 8:35 AM;($0.01);($2.58);0.0;
65;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$94.98;5/18/21, 8:35 AM;;($2.55);-1.0;
66;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$95.09;5/18/21, 8:37 AM;($0.11);($2.69);0.0;
67;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$95.09;5/18/21, 8:37 AM;;($2.73);1.0;
68;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$95.00;5/18/21, 8:38 AM;($0.09);($2.78);0.0;
69;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$95.00;5/18/21, 8:38 AM;;($2.72);-1.0;
70;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$95.19;5/18/21, 8:39 AM;($0.19);($2.97);0.0;
71;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$95.19;5/18/21, 8:39 AM;;($2.88);1.0;
72;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$95.45;5/18/21, 8:40 AM;$0.26;($2.71);0.0;
73;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$95.45;5/18/21, 8:40 AM;;($2.73);-1.0;
74;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$94.96;5/18/21, 8:49 AM;$0.50;($2.22);0.0;
75;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$94.96;5/18/21, 8:49 AM;;($2.31);1.0;
76;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$94.86;5/18/21, 8:49 AM;($0.09);($2.31);0.0;
77;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$94.86;5/18/21, 8:49 AM;;($2.24);-1.0;
78;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$94.84;5/18/21, 8:57 AM;$0.02;($2.29);0.0;
79;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$94.84;5/18/21, 8:57 AM;;($2.19);1.0;
80;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$94.98;5/18/21, 8:58 AM;$0.14;($2.15);0.0;
81;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$94.98;5/18/21, 8:58 AM;;($2.16);-1.0;
82;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$94.96;5/18/21, 9:00 AM;$0.02;($2.13);0.0;
83;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$94.96;5/18/21, 9:00 AM;;($2.03);1.0;
84;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$95.02;5/18/21, 9:01 AM;$0.06;($2.07);0.0;
85;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$95.02;5/18/21, 9:01 AM;;($2.11);-1.0;
86;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$94.97;5/18/21, 9:12 AM;$0.05;($2.02);0.0;
87;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$94.97;5/18/21, 9:12 AM;;($1.94);1.0;
88;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$94.99;5/18/21, 9:13 AM;$0.02;($2.00);0.0;
89;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$94.99;5/18/21, 9:13 AM;;($2.05);-1.0;
90;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$95.14;5/18/21, 9:14 AM;($0.15);($2.15);0.0;
91;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$95.14;5/18/21, 9:14 AM;;($2.06);1.0;
92;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$95.42;5/18/21, 9:17 AM;$0.28;($1.87);0.0;
93;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$95.42;5/18/21, 9:17 AM;;($1.88);-1.0;
94;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$95.48;5/18/21, 9:25 AM;($0.06);($1.93);0.0;
95;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$95.48;5/18/21, 9:25 AM;;($1.84);1.0;
96;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$95.53;5/18/21, 9:26 AM;$0.05;($1.88);0.0;
97;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$95.53;5/18/21, 9:26 AM;;($1.95);-1.0;
98;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$89.23;5/19/21, 8:44 AM;$6.30;$4.42;0.0;
99;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$89.23;5/19/21, 8:44 AM;;$4.39;1.0;
100;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$89.18;5/19/21, 8:44 AM;($0.05);$4.36;0.0;
101;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$89.18;5/19/21, 8:44 AM;;$4.41;-1.0;
102;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$89.31;5/19/21, 8:45 AM;($0.13);$4.23;0.0;
103;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$89.31;5/19/21, 8:45 AM;;$4.18;1.0;
104;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$89.18;5/19/21, 8:45 AM;($0.13);$4.10;0.0;
105;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$89.18;5/19/21, 8:45 AM;;$4.02;-1.0;
106;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$88.94;5/19/21, 8:50 AM;$0.24;$4.34;0.0;
107;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$88.94;5/19/21, 8:50 AM;;$4.44;1.0;
108;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$89.08;5/19/21, 8:50 AM;$0.14;$4.48;0.0;
109;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$89.08;5/19/21, 8:50 AM;;$4.54;-1.0;
110;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$89.26;5/19/21, 8:50 AM;($0.18);$4.30;0.0;
111;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$89.26;5/19/21, 8:50 AM;;$4.40;1.0;
112;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$89.43;5/19/21, 8:51 AM;$0.17;$4.47;0.0;
113;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$89.43;5/19/21, 8:51 AM;;$4.54;-1.0;
114;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$89.29;5/19/21, 8:52 AM;$0.14;$4.61;0.0;
115;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$89.29;5/19/21, 8:52 AM;;$4.58;1.0;
116;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$89.18;5/19/21, 8:52 AM;($0.11);$4.50;0.0;
117;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$89.18;5/19/21, 8:52 AM;;$4.55;-1.0;
118;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$88.36;5/19/21, 9:06 AM;$0.82;$5.32;0.0;
119;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$88.36;5/19/21, 9:06 AM;;$5.42;1.0;
120;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$88.32;5/19/21, 9:06 AM;($0.04);$5.28;0.0;
121;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$88.32;5/19/21, 9:06 AM;;$5.23;-1.0;
122;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$88.43;5/19/21, 9:08 AM;($0.11);$5.17;0.0;
123;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$88.43;5/19/21, 9:08 AM;;$5.13;1.0;
124;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$88.39;5/19/21, 9:08 AM;($0.04);$5.13;0.0;
125;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$88.39;5/19/21, 9:08 AM;;$5.05;-1.0;
126;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$88.76;5/19/21, 9:10 AM;($0.37);$4.76;0.0;
127;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$88.76;5/19/21, 9:10 AM;;$4.86;1.0;
128;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$88.90;5/19/21, 9:10 AM;$0.14;$4.90;0.0;
129;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$88.90;5/19/21, 9:10 AM;;$4.84;-1.0;
130;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$89.08;5/19/21, 9:43 AM;($0.18);$4.72;0.0;
131;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$89.08;5/19/21, 9:43 AM;;$4.82;1.0;
132;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$89.50;5/19/21, 9:45 AM;$0.42;$5.14;0.0;
133;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$89.50;5/19/21, 9:45 AM;;$5.07;-1.0;
134;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$89.84;5/19/21, 9:50 AM;($0.34);$4.80;0.0;
135;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$89.84;5/19/21, 9:50 AM;;$4.89;1.0;
136;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$90.23;5/19/21, 9:51 AM;$0.38;$5.19;0.0;
137;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$90.23;5/19/21, 9:51 AM;;$5.15;-1.0;


Max trade P/L: $6.30;

Total P/L: $5.19;

Total order(s): 68;
